REPORTING YEAR,FACILITY NAME,GHGRP ID,REPORTED ADDRESS,LATITUDE,LONGITUDE,CITY NAME,COUNTY NAME,STATE,ZIP CODE,PARENT COMPANIES,GHG QUANTITY (METRIC TONS CO2e),SUBPARTS,Short Tons Waste,Biogenic CO2 Emissions (Metric Tons)
2011,Wheelabrator Portsmouth Inc.,1004969,3809 ELM AVENUE,36.808889,-76.304251,PORTSMOUTH,PORTSMOUTH CITY,VA,23704,WASTE MANAGEMENT INC (100%),"178,490",C,"487,543.37","271,008.00"
2011,COVANTA PLYMOUTH RENEWABLE ENERGY LLC,1007884,1155 CONSHOHOCKEN ROAD,40.09584,-75.31056,CONSHOHOCKEN,MONTGOMERY,PA,19428,COVANTA HOLDINGS CORP (100%),"165,872",C,"374,114.62","267,780.10"
2011,WHEELABRATOR FALLS,1006282,1201 NEW FORD MILL ROAD,40.16996,-74.770507,MORRISVILLE,BUCKS,PA,19067,WASTE MANAGEMENT INC (100%),"164,152",C,"476,474.64","259,467.00"
2011,Lancaster Waste to Energy Facility,1007677,1911 River Road,40.07434,-76.6409,Bainbridge,LANCASTER COUNTY,PA,17502,Lancaster County Solid Waste Management Authority (100%),"152,858",C,"420,970.93","237,441.10"
2011,Hennepin Energy Recovery Center,1004795,505 6th Avenue North,44.9844,-93.2787,Minneapolis,HENNEPIN,MN,55405,Hennepin County Environmental Services (100%),"140,341",C,"385,561.74","193,804.00"
2011,YORK COUNTY RESOURCE RECOVERY,1006647,2651 BLACKBRIDGE ROAD,40.0017,-76.7175,YORK,YORK,PA,17406,York County Solid Waste & Refuse Authority (100%),"138,940",C,"360,059.22","189,837.00"
2011,Wheelabrator Saugus Inc.,1004287,100 SALEM TURNPIKE,42.447211,-70.980472,SAUGUS,ESSEX,MA,1906,WASTE MANAGEMENT INC (100%),"137,322",C,"392,827.23","201,745.00"
2011,ONONDAGA CO RESOURCE RECOVERY FACILITY,1006772,5801 ROCK CUT ROAD,43.004785,-76.11473,JAMESVILLE,ONONDAGA,NY,13078,Covanta Energy (100%),"127,007",C,"349,721.08","179,902.00"
2011,COVANTA HUNTINGTON,1002400,99 TOWN LINE RD.,40.8817,-73.2899,EAST NORTHPORT,SUFFOLK,NY,11731,COVANTA HOLDINGS CORP (100%),"121,064",C,"333,961.47","188,708.00"
2011,"COVANTA ALEXANDRIA/ARLINGTON, INC",1001813,5301 EISENHOWER AVENUE,38.80137,-77.12859,ALEXANDRIA,ALEXANDRIA CITY,VA,22304,COVANTA HOLDINGS CORP (100%),"120,392",C,"332,065.84","194,036.00"
2011,MCKAY BAY FACILITY,1004572,107 NORTH 34TH ST,27.949167,-82.420833,TAMPA,HILLSBOROUGH,FL,33605,City of Tampa (100%),"115,210",C,"303,750.90","182,063.00"
2011,Southeast Resource Recovery Facility (SERRF),1003340,120 PIER S. AVE,33.758239,-118.240812,LONG BEACH,LOS ANGELES,CA,90802,City of Long Beach (100%),"113,063",C,"466,699.57","299,662.60"
2011,SUSQUEHANNA RESOURCE MGMT COMPLEX,1002561,1670 SOUTH 19TH STREET,40.2443,-76.8541,HARRISBURG,DAUPHIN,PA,17104,The Harrisburg Authority (100%),"110,104",C,"291,188.08","163,971.00"
2011,Covanta WBH,1004963,2122 S. Yukon Avenue,36.13221,-96.01738,Tulsa,TULSA,OK,74107,COVANTA HOLDINGS CORP (100%),"101,142",C,"264,729.15","147,325.60"
2011,CAMDEN CNTY RESOURCE RECOVERY ASSOC,1000362,600 MORGAN BOULEVARD,39.9094,-75.1167,CAMDEN,CAMDEN,NJ,8104,CAMDEN COUNTY ENERGY RECOVERY CORPORATION (99%); FOSTER WHEELER POWER SYSTEMS (1%),"100,710",C,"276,449.21","157,178.20"
2011,City of Spokane Waste-to-Energy,1004053,2900 S GEIGER BLVD,47.626529,-117.504278,SPOKANE,SPOKANE,WA,99224,City of Spokane (100%),"97,794",C,"268,519.68","147,820.80"
2011,PENOBSCOT ENERGY RECOVERY CO.,1000047,29 INDUSTRIAL WAY,44.738333,-68.825833,ORRINGTON,PENOBSCOT,ME,4474,SET PERC INVESTMENT LLC (52.7%); PERC Holdings LLC (24.3%); Equity Charter Municipalities (23%),"97,350",C,"257,788.94","137,126.20"
2011,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,1002744,132 MILITARY HIGHWAY,41.475589,-72.068786,PRESTON,NEW LONDON,CT,6365,COVANTA HOLDINGS CORP (100%),"90,727",C,"245,388.40","166,642.00"
2011,Covanta Stanislaus Inc.,1003200,4040 FINK ROAD,37.38538,-121.14088,CROWS LANDING,STANISLAUS,CA,95313,COVANTA HOLDINGS CORP (100%),"90,178",C,"242,116.09","142,714.00"
2011,"COVANTA BABYLON, INC.",1005870,125 GLEAM STREET,40.7349,-73.3836,WEST BABYLON,SUFFOLK,NY,11704,Covanta Holding Corporation (100%),"89,393",C,"245,851.28","144,218.70"
2011,HUNTSVILLE SOLID WASTE DISPOSAL AUTHORIT,1003244,5251 TRIANA BLVD SW,34.66979,-86.61282,HUNTSVILLE,MADISON,AL,35805,Huntsville Solid Waste Disposal Authority (100%),"83,633",C,"217,287.33","112,264.80"
2011,KENT COUNTY WASTE TO ENERGY FACILITY,1003387,950 MARKET AVE SW,42.9492,-85.6939,GRAND RAPIDS,KENT,MI,49503,"Kent County Michigan, Department of Public Works (100%)","78,472",C,"216,035.53","117,985.00"
2011,MAINE ENERGY RECOVERY CO INC,1005260,3 LINCOLN STREET,43.495556,-70.453333,BIDDEFORD,YORK,ME,4005,"CASELLA WASTE SYSTEMS, INC (100%)","77,726",C,"203,964.76","102,159.70"
2011,"COVANTA BRISTOL, INC",1005172,170 ENTERPRISE DRIVE,41.64911,-72.91595,BRISTOL,HARTFORD,CT,6010,Covanta Holding Corporation (100%),"70,855",C,"194,187.46","118,683.50"
2011,Wheelabrator Lisbon Inc.,1004540,425 SOUTH BURNHAM HIGHWAY,41.584333,-72.041602,LISBON,NEW LONDON,CT,6351,WASTE MANAGEMENT INC (100%),"70,441",C,"194,017.71","104,151.00"
2011,"COVANTA MARION, INC",1001646,4850 BROOKLAKE ROAD NORTHEAST,45.04799,-122.9622,BROOKS,MARION,OR,97305,Covanta Energy Corporation (100%),"66,738",C,"183,959.23","107,910.20"
2011,COVANTA LAKE II INC,1003242,3830 ROGERS INDUSTRIAL PARK ROAD,28.73974,-81.88944,OKAHUMPKA,LAKE,FL,34762,COVANTA HOLDINGS CORP (100%),"66,578",C,"183,037.21","106,127.80"
2011,WHEELABRATOR CONCORD COMPANY LP,1006369,11 WHITNEY ROAD,43.2868,-71.5761,CONCORD (PENACOOK),MERRIMACK,NH,3303,Waste Management Inc (100%),"64,191",C,"177,543.22","88,297.00"
2011,"WHEELABRATOR GLOUCESTER COMPANY, L.P.",1004279,,39.873864,-75.138677,WESTVILLE,GLOUCESTER COUNTY,NJ,8093,WASTE MANAGEMENT INC (100%),"61,734",C,"169,690.72","94,583.00"
2011,WHEELABRATOR HUDSON FALLS LLC,1004968,93 RIVER STREET,43.305734,-73.591553,HUDSON FALLS,WASHINGTON,NY,12839,Waste Management Inc (100%),"59,072",C,"148,734.75","82,726.00"
2011,COVANTA WARREN ENERGY RESOURCE CO,1001869,218 MOUNT PISGAH ROAD,40.8205,-75.0114,OXFORD,WARREN,NJ,7863,COVANTA HOLDINGS CORP (100%),"56,264",C,"148,811.02","81,586.00"
2011,REGIONAL WASTE SYSTEMS INCORPORATED,1005673,64 BLUEBERRY RD,43.6557,-70.3341,PORTLAND,CUMBERLAND,ME,4102,ecomaine (100%),"53,705",C,"144,019.20","75,704.00"
2011,ISLIP MCARTHUR RESOURCE RECOVERY FACIL,1002277,4001 VETERANS MEMORIAL HIGHWAY,40.786445,-73.10577,RONKONKOMA,SUFFOLK,NY,11779,Islip Resource Recovery Agency (100%),"50,189",C,"137,336.23","76,223.10"
2011,Harford Waste-To-Energy Facility,1005922,1 MAGNOLIA ROAD,39.40448,-76.32004,JOPPA,HARFORD COUNTY,MD,21085,NORTHEAST MARYLAND WASTE DISPOSAL AUTHORITY (100%),"48,038",C,"131,759.99","61,980.60"
2011,BAY COUNTY WASTE - TO - ENERGY FACILITY,1004618,6510 BAY LINE DRIVE,30.2656,-85.5214,PANAMA CITY,BAY,FL,32404,Bay County (100%),"44,534",C,"118,363.39","60,616.80"
2011,COMMERCE REFUSE TO ENERGY FACILITY,1003182,5926 SHEILA ST,33.9949,-118.1539,CITY OF COMMERCE,LOS ANGELES,CA,90040,Los Angeles County Sanitation Districts (100%),"43,954",C,"115,791.76","55,155.60"
2011,DUTCHESS CO RESOURCE RECOVERY FACILITY,1003110,98 SAND DOCK RD,41.647458,-73.942631,POUGHKEEPSIE,DUTCHESS,NY,12601,Dutchess County Resource Recovery Agency (100%),"43,565",C,"118,213.09","64,538.70"
2011,COVANTA SPRINGFIELD LLC,1004865,188 M ST,42.090524,-72.590858,AGAWAM,HAMPDEN,MA,1001,COVANTA HOLDINGS CORP (100%),"41,643",C,"109,452.77","78,030.00"
2011,COVANTA RESOURCE RECOVERY FACILITY,1005171,530 SOUTH CHERRY STREET,41.4401,-72.83471,WALLINGFORD,NEW HAVEN,CT,6492,COVANTA HOLDINGS CORP (100%),"41,283",C,"106,477.33","62,349.70"
2011,OLMSTED WASTE-TO-ENERGY FACILITY,1005528,301 SILVER CREEK RD NE,44.026536,-92.4291,ROCHESTER,OLMSTED,MN,55906,Olmsted County (100%),"26,917",C,"68,314.04","35,756.00"
2011,COVANTA PITTSFIELD LLC,1004797,500 HUBBARD AVENUE,42.468401,-73.194143,PITTSFIELD,BERKSHIRE,MA,1201,COVANTA HOLDINGS CORP (100%),"26,177",C,"72,417.15","43,293.90"
2011,OSWEGO CO ENERGY RECOVERY FAC,1006910,2801 STATE ROUTE 481,43.3492,-76.4256,Fulton,OSWEGO,NY,13069,Oswego County (100%),"25,568",C,"70,529.73","34,216.10"
2011,WHEELABRATOR CLAREMONT COMPANY L.P.,1004931,145 GRISSOM LANE,43.343611,-72.378056,CLAREMONT,SULLIVAN,NH,3743,WASTE MANAGEMENT INC (100%),"23,155",C,"63,656.83","33,033.00"
2011,CITY OF HARRISONBURG - RESOURCE RECOVERY FACILITY,1007911,1630 DRIVER DRIVE,38.43155,-78.86443,HARRISONBURG,HARRISONBURG CITY,VA,22801,City of Harrisonburg Resource Recovery Facility (100%),"14,990",C,"27,962.73","15,270.00"
2011,NEW HANOVER COUNTY WASTEC,1000391,3002 HIGHWAY 421 NORTH,34.281966,-77.95905,WILMINGTON,NEW HANOVER,NC,28401,New Hanover County (100%),"6,536",C,"17,180.40","9,149.10"
2011,"HERITAGE-WTI, INC",1001897,1250 ST GEORGE ST,40.631622,-80.54632,EAST LIVERPOOL,COLUMBIANA,OH,43920,"HERITAGE ENVIRONMENTAL SERVICES, LLC (100%)","2,314",C,,0
2012,Delaware Valley Resource Recovery Facility,1006038,10 HIGHLAND AVENUE,39.8275,-75.38728,CHESTER,DELAWARE COUNTY,PA,19013,Covanta Holding Corporation (100%),"349,272",C,"938,911.07","499,926.20"
2012,SEMASS PARTNERSHIP RESOURCE RECOVERY FACILITY,1005710,141 CRANBERRY HIGHWAY ROUTE 28,41.8023,-70.7875,ROCHESTER,PLYMOUTH COUNTY,MA,2770,COVANTA HOLDINGS CORP (90%); ArkMass (10%),"327,040",C,"743,750.00","533,532.40"
2012,OGDEN MARTIN SYS OF FAIRFAX,1006177,9898 FURNACE ROAD,38.6954,-77.2407,LORTON,FAIRFAX COUNTY,VA,22079,COVANTA HOLDINGS CORP (100%),"321,875",C,"1,072,512.11","553,349.00"
2012,COVANTA HEMPSTEAD,1002398,600 MERCHANTS CONCOURSE,40.738356,-73.593495,WESTBURY,NASSAU,NY,11590,COVANTA HOLDINGS CORP (100%),"309,442",C,"929,228.73","607,425.00"
2012,COVANTA ENERGY,1000293,2320 S HARDING ST,39.7337,-86.1888,INDIANAPOLIS,MARION COUNTY,IN,46221,COVANTA HOLDING CORP (100%),"301,526",C,"782,613.96","372,276.00"
2012,ESSEX COUNTY RESOURCE RECOVERY FACILITY,1004216,183 RAYMOND BLVD,40.7381,-74.1266,NEWARK,ESSEX COUNTY,NJ,7105,COVANTA HOLDINGS CORP (100%),"300,821",C,"875,551.12","490,813.70"
2012,WHEELABRATOR NORTH BROWARD,1004185,2600 NW 48TH ST,26.287222,-80.159722,POMPANO BEACH,BROWARD COUNTY,FL,33073,WASTE MANAGEMENT INC (100%),"295,948",C,"711,573.49","412,911.00"
2012,Mid-Connecticut Resources Recovery Facility,1002765,,41.7494,-72.6536,Hartford,HARTFORD,CT,6114,Connecticut Resources Recovery Authority (100%),"272,125",C,"657,258.76","412,465.60"
2012,WHEELABRATOR BALTIMORE LP,1004094,1801 OLD ANNAPOLIS ROAD,39.26994,-76.63041,BALTIMORE,BALTIMORE CITY,MD,21230,WASTE MANAGEMENT INC (100%),"262,807",C,"760,850.38","411,057.00"
2012,"WHEELABRATOR SOUTH BROWARD, INC - RESOURCE RECOVERY FACILITY",1004531,4400 SOUTH STATE ROAD 7,26.068889,-80.203611,FT. LAUDERDALE,BROWARD COUNTY,FL,33314,WASTE MANAGEMENT INC (100%),"261,176",C,"736,731.28","400,030.00"
2012,DADE COUNTY RESOURCES RECOVERY,1009077,6990 NW 97 AVENUE,25.835883,-80.356201,MIAMI,MIAMI-DADE COUNTY,FL,33178,Miami-Dade County Department of Solid Waste Management (100%),"246,812",C,"727,630.71","443,571.10"
2012,Wheelabrator Bridgeport L.P.,1004283,6 HOWARD AVE,41.162404,-73.208494,BRIDGEPORT,FAIRFIELD COUNTY,CT,6605,WASTE MANAGEMENT INC (100%),"241,310",C,"781,419.75","397,924.00"
2012,WHEELABRATOR WESTCHESTER LP,1004244,1 CHARLES PT AVE,41.277115,-73.942428,PEEKSKILL,WESTCHESTER COUNTY,NY,10566,WASTE MANAGEMENT INC (100%),"237,748",C,"746,171.33","360,361.00"
2012,Detroit Renewable Power LLC,1004125,5700 Russell,42.368645,-83.051749,Detroit,WAYNE COUNTY,MI,48211,"Detroit Renewable Resources LLC (75%); THERMAL VENTURES II, LP (25%)","234,250",C,"683,159.85","388,414.20"
2012,COVANTA HAVERHILL INC,1005179,100 RECOVERY WAY,42.7654,-71.124025,HAVERHILL,ESSEX COUNTY,MA,1835,COVANTA HOLDINGS CORP (100%),"206,637",C,"633,328.10","302,242.00"
2012,COVANTA HONOLULU RESOURCE RECOVERY VENTURE (H-POWER),1007914,91-174 HANUA ST,21.3042,-158.1078,KAPOLEI,HONOLULU COUNTY,HI,96707,COVANTA HOLDINGS CORP (100%),"202,500",C,"530,597.18","348,809.20"
2012,WHEELABRATOR FALLS,1006282,1201 NEW FORD MILL ROAD,40.16274,-74.76739,MORRISVILLE,BUCKS COUNTY,PA,19067,WASTE MANAGEMENT INC (100%),"198,023",C,"492,937.16","297,036.00"
2012,MONTGOMERY COUNTY RESOURCE RECOVERY FACILITY,1000623,21204 MARTINSBURG ROAD,39.200734,-77.456357,DICKERSON,MONTGOMERY COUNTY,MD,20842,NORTHEAST MARYLAND WASTE DISPOSAL AUTHORITY (100%),"197,226",C,"539,658.86","325,213.00"
2012,LEE COUNTY SOLID WASTE RESOURCE RECOVERY FACILITY,1002268,10500 BUCKINGHAM ROAD,26.631667,-81.761389,FORT MYERS,LEE COUNTY,FL,33905,Lee County Public Utilities Department (100%),"196,172",C,"552,166.34","330,463.00"
2012,HILLSBOROUGH COUNTY RESOURCE RECOVERY FACILITY,1005920,350 NORTH FALKENBURG ROAD,27.95473,-82.34075,TAMPA,HILLSBOROUGH COUNTY,FL,33619,Hillsborough County Public Utilities Department (100%),"195,468",C,"574,476.55","301,291.30"
2012,Wheelabrator Portsmouth Inc.,1004969,3809 ELM AVENUE,36.808889,-76.304251,PORTSMOUTH,PORTSMOUTH CITY,VA,23704,WASTE MANAGEMENT INC (100%),"192,648",C,"566,984.48","321,065.00"
2012,WHEELABRATOR MILLBURY INC,1006267,331 SOUTHWEST CUTOFF,42.2207,-71.7673,MILLBURY,WORCESTER COUNTY,MA,1527,WASTE MANAGEMENT INC (100%),"185,683",C,"533,644.41","259,066.00"
2012,UNION COUNTY RESOURCE RECOVERY FACILITY,1002269,1499 US RT 1 & 9 NORTH,40.6008,-74.2664,RAHWAY,UNION COUNTY,NJ,7065,COVANTA HOLDINGS CORP (100%),"185,337",C,"544,248.77","308,206.60"
2012,WHEELABRATOR NORTH ANDOVER INC.,1004101,285 HOLT ROAD,42.726075,-71.122203,NORTH ANDOVER,ESSEX,MA,1845,WASTE MANAGEMENT INC (100%),"169,062",C,"454,666.94","248,376.00"
2012,YORK COUNTY RESOURCE RECOVERY,1006647,2651 BLACKBRIDGE ROAD,40.0017,-76.7175,YORK,YORK COUNTY,PA,17406,York County Solid Waste & Refuse Authority (100%),"155,877",C,"388,715.15","199,955.30"
2012,COVANTA PLYMOUTH RENEWABLE ENERGY LLC,1007884,1155 CONSHOHOCKEN ROAD,40.09584,-75.31056,CONSHOHOCKEN,MONTGOMERY COUNTY,PA,19428,COVANTA HOLDINGS CORP (100%),"154,834",C,"196,193.77","255,323.00"
2012,Lancaster Waste to Energy Facility,1007677,1911 River Road,40.07434,-76.6409,Bainbridge,LANCASTER COUNTY,PA,17502,Lancaster County Solid Waste Management Authority (100%),"148,713",C,"424,935.69","235,851.00"
2012,Wheelabrator Saugus Inc.,1004287,100 SALEM TURNPIKE,42.447211,-70.980472,SAUGUS,ESSEX,MA,1906,WASTE MANAGEMENT INC (100%),"146,972",C,"409,733.19","207,176.00"
2012,Southeast Resource Recovery Facility (SERRF),1003340,120 PIER S. AVE,33.758239,-118.240812,LONG BEACH,LOS ANGELES,CA,90802,City of Long Beach (100%),"142,838",C,"474,644.80","240,110.70"
2012,ONONDAGA CO RESOURCE RECOVERY FACILITY,1006772,5801 ROCK CUT ROAD,43.004785,-76.11473,JAMESVILLE,ONONDAGA COUNTY,NY,13078,Covanta Energy (100%),"137,936",C,"339,480.89","169,274.70"
2012,Covanta WBH,1004963,2122 S. Yukon Avenue,36.13221,-96.01738,Tulsa,TULSA COUNTY,OK,74107,COVANTA HOLDINGS CORP (100%),"126,870",C,"336,058.27","178,933.70"
2012,Hennepin Energy Recovery Center,1004795,505 6th Avenue North,44.9844,-93.2787,Minneapolis,HENNEPIN COUNTY,MN,55405,Hennepin County Environmental Services (100%),"119,201",C,"383,812.66","202,031.00"
2012,MCKAY BAY FACILITY,1004572,107 NORTH 34TH ST,27.94934,-82.42098,TAMPA,HILLSBOROUGH COUNTY,FL,33605,City of Tampa (100%),"109,941",C,"329,250.42","182,978.00"
2012,COVANTA HUNTINGTON,1002400,99 TOWN LINE RD.,40.8817,-73.2899,EAST NORTHPORT,SUFFOLK COUNTY,NY,11731,COVANTA HOLDINGS CORP (100%),"109,701",C,"337,102.18","195,764.00"
2012,"COVANTA ALEXANDRIA/ARLINGTON, INC",1001813,5301 EISENHOWER AVENUE,38.80137,-77.12859,ALEXANDRIA,ALEXANDRIA CITY,VA,22304,COVANTA HOLDINGS CORP (100%),"109,002",C,"331,820.56","190,908.10"
2012,CAMDEN CNTY RESOURCE RECOVERY ASSOC,1000362,600 MORGAN BOULEVARD,39.9094,-75.1167,CAMDEN,CAMDEN COUNTY,NJ,8104,CAMDEN COUNTY ENERGY RECOVERY CORPORATION (99%); FOSTER WHEELER POWER SYSTEMS (1%),"101,173",C,"293,617.64","165,071.00"
2012,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,1002744,132 MILITARY HIGHWAY,41.475589,-72.068786,PRESTON,NEW LONDON COUNTY,CT,6365,COVANTA HOLDINGS CORP (100%),"100,190",C,"262,746.77","139,307.50"
2012,SUSQUEHANNA RESOURCE MGMT COMPLEX,1002561,1670 SOUTH 19TH STREET,40.2443,-76.8541,HARRISBURG,DAUPHIN COUNTY,PA,17104,The Harrisburg Authority (100%),"99,502",C,"280,195.62","150,431.00"
2012,City of Spokane Waste-to-Energy,1004053,2900 S GEIGER BLVD,47.626529,-117.504278,SPOKANE,SPOKANE,WA,99224,City of Spokane (100%),"97,470",C,"269,034.16","146,284.40"
2012,HUNTSVILLE SOLID WASTE DISPOSAL AUTHORIT,1003244,5251 TRIANA BLVD SW,34.66979,-86.61282,HUNTSVILLE,MADISON COUNTY,AL,35805,Huntsville Solid Waste Disposal Authority (100%),"86,333",C,"221,786.01","116,589.00"
2012,PENOBSCOT ENERGY RECOVERY CO.,1000047,29 INDUSTRIAL WAY,44.738333,-68.825833,ORRINGTON,PENOBSCOT COUNTY,ME,4474,SET PERC INVESTMENT LLC (52.7%); PERC Holdings LLC (24.3%); Equity Charter Municipalities (23%),"84,595",C,"261,949.63","156,171.30"
2012,Covanta Stanislaus Inc.,1003200,4040 FINK ROAD,37.38538,-121.14088,CROWS LANDING,STANISLAUS COUNTY,CA,95313,COVANTA HOLDINGS CORP (100%),"83,220",C,"252,383.94","146,456.00"
2012,KENT COUNTY WASTE TO ENERGY FACILITY,1003387,950 MARKET AVE SW,42.9492,-85.6939,GRAND RAPIDS,KENT COUNTY,MI,49503,"Kent County Michigan, Department of Public Works (100%)","80,285",C,"214,465.18","113,369.00"
2012,"COVANTA BABYLON, INC.",1005870,125 GLEAM STREET,40.7349,-73.3836,WEST BABYLON,SUFFOLK COUNTY,NY,11704,Covanta Holding Corporation (100%),"80,093",C,"250,781.44","146,539.20"
2012,MAINE ENERGY RECOVERY CO INC,1005260,3 LINCOLN STREET,43.495556,-70.453333,BIDDEFORD,YORK COUNTY,ME,4005,"CASELLA WASTE SYSTEMS, INC (100%)","79,659",C,"191,089.38","97,800.40"
2012,Wheelabrator Lisbon Inc.,1004540,425 SOUTH BURNHAM HIGHWAY,41.569537,-72.04481,LISBON,NEW LONDON COUNTY,CT,6351,WASTE MANAGEMENT INC (100%),"73,683",C,"194,847.75","102,462.00"
2012,"COVANTA MARION, INC",1001646,4850 BROOKLAKE ROAD NORTHEAST,45.04799,-122.9622,BROOKS,MARION COUNTY,OR,97305,Covanta Energy Corporation (100%),"72,168",C,"182,969.91","93,014.20"
2012,"COVANTA BRISTOL, INC",1005172,170 ENTERPRISE DRIVE,41.64911,-72.91595,BRISTOL,HARTFORD COUNTY,CT,6010,Covanta Holding Corporation (100%),"69,498",C,"202,294.96","113,645.50"
